DATE;TIME;Sensor1;Sensor2;Sensor3;Sensor4
2024-07-08;14:24:01;24,843;24,644;24,929;23,903
2024-07-08;14:29:00;24,866;24,298;24,917;23,893
2024-07-08;14:34:00;24,824;24,25;24,924;23,877
2024-07-08;14:39:00;24,81;24,248;24,87;23,827
2024-07-08;14:44:00;24,736;23,992;24,866;23,704
2024-07-08;14:49:00;24,634;23,73;24,755;23,373
2024-07-08;14:54:00;24,587;23,838;24,704;23,124
2024-07-08;14:59:00;24,546;24,041;24,559;23,206
2024-07-08;15:04:00;24,565;24,074;24,62;23,482
2024-07-08;15:09:00;24,588;24,953;24,547;23,67
2024-07-08;15:14:00;24,577;25,203;24,346;23,766
2024-07-08;15:19:00;24,596;24,282;24,465;23,752
2024-07-08;15:24:00;24,579;24,134;24,62;23,811
2024-07-08;15:29:00;24,56;24,091;24,682;23,798
2024-07-08;15:34:00;24,548;24,188;24,733;23,814
2024-07-08;15:39:00;24,511;24,103;24,75;23,713
2024-07-08;15:44:00;24,53;24,158;24,745;23,752
2024-07-08;15:49:00;24,514;24,136;24,747;23,716
2024-07-08;15:54:00;24,469;24,112;24,75;23,657
2024-07-08;15:59:00;24,434;24,002;24,697;23,615
2024-07-08;16:04:00;24,414;24,054;24,677;23,62
2024-07-08;16:09:00;24,452;24,12;24,748;23,711
2024-07-08;16:14:00;24,494;24,215;24,75;23,804
2024-07-08;16:19:00;24,496;24,257;24,746;23,715
2024-07-08;16:24:00;24,403;24,482;24,357;23,452
2024-07-08;16:29:00;24,359;23,888;24,261;23,425
2024-07-08;16:34:00;24,319;23,568;24,438;23,374
2024-07-08;16:39:00;24,351;23,793;24,5;23,486
2024-07-08;16:44:00;24,365;23,785;24,603;23,606
2024-07-08;16:49:00;24,366;23,974;24,61;23,571
2024-07-08;16:54:00;24,472;24,218;24,629;23,845
2024-07-08;16:59:00;24,571;24,318;24,75;24,008
2024-07-08;17:04:00;24,625;24,417;24,812;24,12
2024-07-08;17:09:00;24,615;24,422;24,87;24,146
2024-07-08;17:14:00;24,667;24,494;24,87;24,177
2024-07-08;17:19:00;24,726;24,603;24,922;24,297
2024-07-08;17:24:00;24,773;24,622;25;24,323
2024-07-08;17:29:00;24,845;24,666;25;24,358
2024-07-08;17:34:00;24,933;24,775;25,061;24,356
2024-07-08;17:39:00;25,01;24,825;25,12;24,486
2024-07-08;17:44:00;25,004;24,799;25,207;24,465
2024-07-08;17:49:00;25,046;24,839;25,25;24,496
2024-07-08;17:54:00;25,02;24,805;25,25;24,437
2024-07-08;17:59:00;25,04;24,776;25,25;24,46
2024-07-08;18:04:00;25,11;24,918;25,276;24,514
2024-07-08;18:09:00;25,129;24,806;25,37;24,557
2024-07-08;18:14:00;25,147;24,826;25,37;24,569
2024-07-08;18:19:00;25,118;24,865;25,37;24,523
2024-07-08;18:24:00;25,186;24,987;25,377;24,638
2024-07-08;18:29:00;25,181;24,965;25,37;24,593
2024-07-08;18:34:00;25,225;24,973;25,461;24,648
2024-07-08;18:39:00;25,218;24,992;25,479;24,606
2024-07-08;18:44:00;25,211;24,947;25,499;24,577
2024-07-08;18:49:00;25,214;24,946;25,5;24,6
2024-07-08;18:54:00;25,305;25,087;25,5;24,759
2024-07-08;18:59:00;25,381;25,144;25,578;24,829
2024-07-08;19:04:00;25,358;25,131;25,62;24,827
2024-07-08;19:09:00;25,357;25,065;25,62;24,8
2024-07-08;19:14:00;25,312;25,042;25,62;24,764
2024-07-08;19:19:00;25,36;25,146;25,62;24,835
2024-07-08;19:24:00;25,394;25,212;25,62;24,803
2024-07-08;19:29:00;25,403;25,177;25,62;24,811
2024-07-08;19:34:00;25,372;25,123;25,62;24,807
2024-07-08;19:39:00;25,389;25,151;25,622;24,768
2024-07-08;19:44:00;25,427;25,221;25,745;24,848
2024-07-08;19:49:00;25,45;25,171;25,75;24,813
2024-07-08;19:54:00;25,453;25,183;25,75;24,806
2024-07-08;19:59:00;25,423;25,162;25,75;24,8
2024-07-08;20:04:00;25,439;25,197;25,75;24,87
2024-07-08;20:09:00;25,483;25,278;25,75;24,91
2024-07-08;20:14:00;25,533;25,299;25,75;24,941
2024-07-08;20:19:00;25,546;25,285;25,75;24,903
2024-07-08;20:24:00;25,544;25,278;25,75;24,949
2024-07-08;20:29:00;25,541;25,299;25,777;24,958
2024-07-08;20:34:00;25,544;25,27;25,854;24,954
2024-07-08;20:39:00;25,585;25,333;25,86;24,961
2024-07-08;20:44:00;25,58;25,31;25,863;24,9
2024-07-08;20:49:00;25,58;25,344;25,87;24,959
2024-07-08;20:54:00;25,594;25,38;25,87;24,988
2024-07-08;20:59:00;25,62;25,393;25,87;25,07
2024-07-08;21:04:00;25,625;25,389;25,87;25
2024-07-08;21:09:00;25,577;25,197;25,87;24,923
2024-07-08;21:14:00;25,544;25,229;25,87;24,906
2024-07-08;21:19:00;25,538;25,25;25,87;24,954
2024-07-08;21:24:00;25,571;25,386;25,87;24,984
2024-07-08;21:29:00;25,585;25,346;25,87;24,922
2024-07-08;21:34:00;25,545;25,162;25,87;24,887
2024-07-08;21:39:00;25,541;25,258;25,87;24,941
2024-07-08;21:44:00;25,531;25,314;25,87;24,954
2024-07-08;21:49:00;25,534;25,252;25,868;24,889
2024-07-08;21:54:00;25,559;25,313;25,87;24,916
2024-07-08;21:59:00;25,619;25,406;25,87;24,998
2024-07-08;22:04:00;25,626;25,391;25,87;24,984
2024-07-08;22:09:00;25,616;25,453;25,87;25,026
2024-07-08;22:14:00;25,663;25,394;25,87;25,027
2024-07-08;22:19:00;25,628;25,308;25,87;25,039
2024-07-08;22:24:00;25,624;25,351;25,87;25,049
2024-07-08;22:29:00;25,631;25,374;25,87;25,064
2024-07-08;22:34:00;25,688;25,442;25,87;25,079
2024-07-08;22:39:00;25,655;25,379;25,87;25,035
2024-07-08;22:44:00;25,601;25,322;25,87;25,011
2024-07-08;22:49:00;25,579;25,366;25,87;25,015
2024-07-08;22:54:00;25,552;25,34;25,87;25
2024-07-08;22:59:00;25,601;25,423;25,87;25,033
2024-07-08;23:04:00;25,583;25,355;25,87;25,036
2024-07-08;23:09:00;25,56;25,324;25,87;25,034
2024-07-08;23:14:00;25,56;25,365;25,87;25,054
2024-07-08;23:19:00;25,534;25,424;25,87;24,989
2024-07-08;23:24:00;25,514;25,291;25,87;24,94
2024-07-08;23:29:00;25,484;25,385;25,87;24,951
2024-07-08;23:34:00;25,485;25,343;25,87;24,946
2024-07-08;23:39:00;25,453;25,208;25,838;24,918
2024-07-08;23:44:00;25,549;25,477;25,853;24,99
2024-07-08;23:49:00;25,498;25,224;25,87;24,918
2024-07-08;23:54:00;25,527;25,426;25,87;25,028
2024-07-08;23:59:00;25,53;25,411;25,87;25,031
2024-07-09;00:04:00;25,554;25,463;25,87;25,02
2024-07-09;00:09:00;25,536;25,337;25,87;25,035
2024-07-09;00:14:00;25,534;25,315;25,87;25,042
2024-07-09;00:19:00;25,515;25,335;25,87;24,996
2024-07-09;00:24:00;25,546;25,468;25,87;25,009
2024-07-09;00:29:00;25,65;25,493;25,947;25,106
2024-07-09;00:34:00;25,645;25,459;26;25,103
2024-07-09;00:39:00;25,644;25,47;26;25,132
2024-07-09;00:44:00;25,684;25,499;26;25,217
2024-07-09;00:49:00;25,75;25,669;26;25,25
2024-07-09;00:54:00;25,725;25,545;26;25,195
2024-07-09;00:59:00;25,67;25,427;26;25,12
2024-07-09;01:04:00;25,723;25,527;26;25,204
2024-07-09;01:09:00;25,72;25,514;26;25,12
2024-07-09;01:14:00;25,726;25,536;26;25,074
2024-07-09;01:19:00;25,689;25,435;26;25,091
2024-07-09;01:24:00;25,652;25,448;26;25,065
2024-07-09;01:29:00;25,613;25,422;26;25,019
2024-07-09;01:34:00;25,643;25,446;25,953;24,959
2024-07-09;01:39:00;25,621;25,395;26;24,95
2024-07-09;01:44:00;25,585;25,382;25,999;24,967
2024-07-09;01:49:00;25,57;25,375;25,948;24,977
2024-07-09;01:54:00;25,591;25,343;25,926;24,971
2024-07-09;01:59:00;25,585;25,335;25,902;24,957
2024-07-09;02:04:00;25,566;25,337;25,877;24,984
2024-07-09;02:09:00;25,564;25,386;25,87;24,996
2024-07-09;02:14:00;25,558;25,376;25,87;25
2024-07-09;02:19:00;25,591;25,399;25,87;25
2024-07-09;02:24:00;25,571;25,368;25,871;24,978
2024-07-09;02:29:00;25,523;25,289;25,87;24,939
2024-07-09;02:34:00;25,493;25,285;25,87;24,94
2024-07-09;02:39:00;25,52;25,323;25,87;24,954
2024-07-09;02:44:00;25,527;25,316;25,87;24,962
2024-07-09;02:49:00;25,513;25,34;25,87;24,959
2024-07-09;02:54:00;25,504;25,327;25,87;24,958
2024-07-09;02:59:00;25,488;25,279;25,87;24,943
2024-07-09;03:04:00;25,511;25,338;25,87;24,936
2024-07-09;03:09:00;25,47;25,323;25,87;24,904
2024-07-09;03:14:00;25,475;25,361;25,87;24,896
2024-07-09;03:19:00;25,486;25,351;25,87;24,951
2024-07-09;03:24:00;25,512;25,374;25,87;24,939
2024-07-09;03:29:00;25,517;25,347;25,87;24,938
2024-07-09;03:34:00;25,501;25,385;25,87;24,953
2024-07-09;03:39:00;25,532;25,349;25,87;24,961
2024-07-09;03:44:00;25,489;25,27;25,87;24,914
2024-07-09;03:49:00;25,567;25,458;25,87;25
2024-07-09;03:54:00;25,562;25,431;25,87;25
2024-07-09;03:59:00;25,5;25,339;25,87;24,937
2024-07-09;04:04:00;25,486;25,324;25,87;24,924
2024-07-09;04:09:00;25,468;25,248;25,87;24,861
2024-07-09;04:14:00;25,491;25,331;25,87;24,86
2024-07-09;04:19:00;25,455;25,273;25,866;24,871
2024-07-09;04:24:00;25,415;25,193;25,822;24,89
2024-07-09;04:29:00;25,408;25,23;25,794;24,858
2024-07-09;04:34:00;25,447;25,252;25,75;24,856
2024-07-09;04:39:00;25,415;25,26;25,75;24,853
2024-07-09;04:44:00;25,471;25,3;25,838;24,917
2024-07-09;04:49:00;25,487;25,305;25,87;24,979
2024-07-09;04:54:00;25,432;25,286;25,796;24,871
2024-07-09;04:59:00;25,449;25,305;25,835;24,907
2024-07-09;05:04:00;25,402;25,201;25,866;24,851
2024-07-09;05:09:00;25,385;25,286;25,756;24,839
2024-07-09;05:14:00;25,354;25,199;25,75;24,827
2024-07-09;05:19:00;25,384;25,212;25,75;24,794
2024-07-09;05:24:00;25,343;25,127;25,75;24,747
2024-07-09;05:29:00;25,356;25,155;25,75;24,821
2024-07-09;05:34:00;25,355;25,178;25,75;24,847
2024-07-09;05:39:00;25,368;25,221;25,75;24,87
2024-07-09;05:44:00;25,405;25,207;25,75;24,887
2024-07-09;05:49:00;25,381;25,24;25,75;24,87
2024-07-09;05:54:00;25,365;25,209;25,75;24,87
2024-07-09;05:59:00;25,334;25,183;25,75;24,817
2024-07-09;06:04:00;25,364;25,231;25,75;24,809
2024-07-09;06:09:00;25,292;25,057;25,694;24,694
2024-07-09;06:14:00;25,258;25,069;25,62;24,718
2024-07-09;06:19:00;25,263;25,15;25,62;24,739
2024-07-09;06:24:00;25,284;25,1;25,678;24,804
2024-07-09;06:29:00;25,274;24,985;25,621;24,721
2024-07-09;06:34:00;25,174;24,909;25,62;24,586
2024-07-09;06:39:00;25,162;24,939;25,619;24,582
2024-07-09;06:44:00;25,14;24,97;25,574;24,592
2024-07-09;06:49:00;25,135;25,014;25,534;24,622
2024-07-09;06:54:00;25,112;24,88;25,501;24,596
2024-07-09;06:59:00;25,089;24,898;25,5;24,574
2024-07-09;07:04:00;25,078;24,983;25,5;24,581
2024-07-09;07:09:00;24,985;24,779;25,46;24,453
2024-07-09;07:14:00;25,01;24,768;25,446;24,493
2024-07-09;07:19:00;24,963;24,842;25,37;24,377
2024-07-09;07:24:00;24,949;24,821;25,37;24,431
2024-07-09;07:29:00;24,907;24,739;25,37;24,417
2024-07-09;07:34:00;24,892;24,72;25,37;24,427
2024-07-09;07:39:00;24,895;24,741;25,344;24,421
2024-07-09;07:44:00;24,896;24,742;25,329;24,353
2024-07-09;07:49:00;24,797;24,654;25,268;24,317
2024-07-09;07:54:00;24,769;24,569;25,25;24,309
2024-07-09;07:59:00;24,792;24,774;25,25;24,327
2024-07-09;08:04:00;24,847;24,823;25,25;24,402
2024-07-09;08:09:00;24,956;24,833;25,339;24,472
2024-07-09;08:14:00;24,954;24,857;25,37;24,5
2024-07-09;08:19:00;24,968;24,837;25,37;24,553
2024-07-09;08:24:00;24,979;24,862;25,37;24,571
2024-07-09;08:29:00;24,935;24,801;25,37;24,516
2024-07-09;08:34:00;24,966;24,84;25,37;24,551
2024-07-09;08:39:00;24,976;24,812;25,37;24,518
2024-07-09;08:44:00;24,923;24,674;25,37;24,449
2024-07-09;08:49:00;24,909;24,736;25,346;24,445
2024-07-09;08:54:00;24,902;24,717;25,269;24,441
2024-07-09;08:59:00;24,921;24,783;25,307;24,47
2024-07-09;09:04:00;24,896;24,772;25,25;24,368
2024-07-09;09:09:00;24,845;24,761;25,25;24,359
2024-07-09;09:14:00;24,887;24,838;25,28;24,471
2024-07-09;09:19:00;24,812;24,757;25,25;24,418
2024-07-09;09:24:00;24,753;24,614;25,25;24,346
2024-07-09;09:29:00;24,784;24,67;25,25;24,314
2024-07-09;09:34:00;24,755;24,571;25,25;24,317
2024-07-09;09:39:00;24,733;24,628;25,238;24,322
2024-07-09;09:44:00;24,719;24,67;25,226;24,303
2024-07-09;09:49:00;24,738;24,651;25,25;24,37
2024-07-09;09:54:00;24,756;24,674;25,25;24,348
2024-07-09;09:59:00;24,759;24,679;25,25;24,328
2024-07-09;10:04:00;24,729;24,685;25,241;24,316
2024-07-09;10:09:00;24,739;24,634;25,239;24,347
2024-07-09;10:14:00;24,698;24,618;25,147;24,31
2024-07-09;10:19:00;24,657;24,493;25,124;24,243
2024-07-09;10:24:00;24,707;24,573;25,12;24,282
2024-07-09;10:29:00;24,662;24,545;25,12;24,204
2024-07-09;10:34:00;24,657;24,532;25,12;24,221
2024-07-09;10:39:00;24,653;24,569;25,12;24,245
2024-07-09;10:44:00;24,626;24,549;25,12;24,225
2024-07-09;10:49:00;24,614;24,588;25,12;24,222
2024-07-09;10:54:00;24,649;24,567;25,111;24,213
2024-07-09;10:59:00;24,615;24,53;25,086;24,144
2024-07-09;11:04:00;24,643;24,633;25,101;24,251
2024-07-09;11:09:00;24,626;24,509;25,12;24,232
2024-07-09;11:14:00;24,61;24,504;25,12;24,252
2024-07-09;11:19:00;24,648;24,511;25,119;24,275
2024-07-09;11:24:00;24,661;24,604;25,12;24,262
2024-07-09;11:29:00;24,661;24,54;25,12;24,286
2024-07-09;11:34:00;24,639;24,57;25,12;24,158
2024-07-09;11:39:00;24,666;24,598;25,12;24,233
2024-07-09;11:44:00;24,589;24,561;25,108;24,11
2024-07-09;11:49:00;24,67;24,615;25,12;24,269
2024-07-09;11:54:00;24,658;24,572;25,12;24,224
2024-07-09;11:59:00;24,635;24,473;25,12;24,208
2024-07-09;12:04:00;24,666;24,692;25,12;24,262
2024-07-09;12:09:00;24,653;24,458;25,12;24,214
2024-07-09;12:14:00;24,667;24,573;25,12;24,226
2024-07-09;12:19:00;24,662;24,571;25,12;24,195
2024-07-09;12:24:00;24,665;24,611;25,12;24,218
2024-07-09;12:29:00;24,683;24,633;25,12;24,257
2024-07-09;12:34:00;24,687;24,612;25,12;24,31
2024-07-09;12:39:00;24,691;24,667;25,12;24,291
2024-07-09;12:44:00;24,737;24,598;25,12;24,291
2024-07-09;12:49:00;24,695;24,544;25,12;24,237
2024-07-09;12:54:00;24,648;24,59;25,12;24,174
2024-07-09;12:59:00;24,637;24,537;25,12;24,19
2024-07-09;13:04:00;24,621;24,437;25,12;24,221
2024-07-09;13:09:00;24,658;24,573;25,12;24,233
2024-07-09;13:14:00;24,664;24,518;25,12;24,243
2024-07-09;13:19:00;24,639;24,61;25,12;24,177
2024-07-09;13:24:00;24,659;24,543;25,12;24,258
2024-07-09;13:29:00;24,652;24,628;25,12;24,25
2024-07-09;13:34:00;24,744;24,764;25,12;24,353
2024-07-09;13:39:00;24,714;24,623;25,12;24,275
2024-07-09;13:44:00;24,699;24,522;25,121;24,23
2024-07-09;13:49:00;24,735;24,619;25,12;24,214
2024-07-09;13:54:00;24,662;24,448;25,12;24,074
2024-07-09;13:59:00;24,689;24,514;25,12;24,174
2024-07-09;14:04:00;24,739;24,527;25,12;24,223
2024-07-09;14:09:00;24,749;24,587;25,12;24,25
2024-07-09;14:14:00;24,762;24,608;25,169;24,325
2024-07-09;14:19:00;24,757;24,605;25,123;24,336
2024-07-09;14:24:00;24,712;24,53;25,12;24,235
2024-07-09;14:29:00;24,854;24,786;25,126;24,328
2024-07-09;14:34:00;24,875;24,675;25,25;24,325
2024-07-09;14:39:00;24,85;24,644;25,25;24,34
2024-07-09;14:44:00;24,872;24,747;25,25;24,37
2024-07-09;14:49:00;24,903;24,584;25,25;24,376
2024-07-09;14:54:00;24,908;24,504;25,201;24,378
2024-07-09;14:59:00;24,888;24,42;25,143;24,332
2024-07-09;15:04:00;24,844;24,428;25,12;24,291
2024-07-09;15:09:00;24,823;24,402;25,123;24,322
2024-07-09;15:14:00;24,802;24,35;25,12;24,316
2024-07-09;15:19:00;24,803;24,499;25,12;24,369
2024-07-09;15:24:00;24,865;24,569;25,127;24,414
2024-07-09;15:29:00;24,906;24,453;25,212;24,423
2024-07-09;15:34:00;24,854;24,413;25,192;24,371
2024-07-09;15:39:00;24,763;24,349;25,12;24,226
2024-07-09;15:44:00;24,774;24,437;25,12;24,262
2024-07-09;15:49:00;24,754;24,233;25,12;24,22
2024-07-09;15:54:00;24,72;24,059;25,074;23,93
2024-07-09;15:59:00;24,727;24,385;25;23,979
2024-07-09;16:04:00;24,662;24,277;24,921;23,992
2024-07-09;16:09:00;24,728;24,433;24,997;24,228
2024-07-09;16:14:00;24,712;24,317;25;24,229
2024-07-09;16:19:00;24,692;24,708;24,848;24,042
2024-07-09;16:24:00;24,68;24,339;24,8;24,047
2024-07-09;16:29:00;24,699;24,291;24,822;24,123
2024-07-09;16:34:00;24,703;24,32;24,864;24,086
2024-07-09;16:39:00;24,648;24,183;24,87;23,987
2024-07-09;16:44:00;24,652;24,223;24,87;24,063
2024-07-09;16:49:00;24,665;24,352;24,938;24,126
2024-07-09;16:54:00;24,64;24,33;24,998;24,113
2024-07-09;16:59:00;24,642;24,155;25;24,103
2024-07-09;17:04:00;24,677;24,441;25;24,16
2024-07-09;17:09:00;24,779;24,57;25,072;24,292
2024-07-09;17:14:00;24,729;24,316;25,093;24,168
2024-07-09;17:19:00;24,655;24,287;25;23,765
2024-07-09;17:24:00;24,651;24,227;25;23,559
2024-07-09;17:29:00;24,647;24,107;25;23,427
2024-07-09;17:34:00;24,476;23,438;24,888;23,021
2024-07-09;17:39:00;24,301;23,534;24,632;22,607
2024-07-09;17:44:00;24,342;23,709;24,62;22,75
2024-07-09;17:49:00;24,339;23,642;24,62;22,826
2024-07-09;17:54:00;24,027;22,685;24,436;22,307
2024-07-09;17:59:00;23,899;23,382;24,271;22,471
2024-07-09;18:04:00;23,894;23,6;24,248;23,065
2024-07-09;18:09:00;23,8;23,625;23,983;23,144
2024-07-09;18:14:00;23,791;23,91;23,819;23,227
2024-07-09;18:19:00;23,774;23,956;23,734;23,253
2024-07-09;18:24:00;23,782;23,789;23,679;23,197
2024-07-09;18:29:00;23,678;23,68;23,587;23,087
2024-07-09;18:34:00;23,664;23,648;23,534;22,997
2024-07-09;18:39:00;23,628;23,539;23,492;22,935
2024-07-09;18:44:00;23,557;23,498;23,47;22,906
2024-07-09;18:49:00;23,509;23,392;23,427;22,91
2024-07-09;18:54:00;23,525;23,528;23,384;22,846
2024-07-09;18:59:00;23,394;23,446;23,273;22,839
2024-07-09;19:04:00;23,394;23,503;23,242;22,824
2024-07-09;19:09:00;23,447;23,416;23,293;22,819
2024-07-09;19:14:00;23,48;23,378;23,324;22,848
2024-07-09;19:19:00;23,507;23,541;23,317;22,823
2024-07-09;19:24:00;23,301;23,42;23,196;22,79
2024-07-09;19:29:00;23,41;23,434;23,255;22,84
2024-07-09;19:34:00;23,401;23,376;23,241;22,75
2024-07-09;19:39:00;23,368;23,382;23,287;22,716
2024-07-09;19:44:00;23,33;23,341;23,213;22,722
2024-07-09;19:49:00;23,393;23,41;23,198;22,75
2024-07-09;19:54:00;23,443;23,487;23,28;22,75
2024-07-09;19:59:00;23,389;23,426;23,275;22,776
2024-07-09;20:04:00;23,514;23,781;23,335;22,989
2024-07-09;20:09:00;23,675;23,975;23,452;23,223
2024-07-09;20:14:00;23,768;24,042;23,561;23,356
2024-07-09;20:19:00;23,761;23,967;23,575;23,37
2024-07-09;20:24:00;23,74;23,986;23,661;23,377
2024-07-09;20:29:00;23,831;24,078;23,703;23,5
2024-07-09;20:34:00;23,849;24,061;23,719;23,569
2024-07-09;20:39:00;23,714;24,064;23,675;23,577
2024-07-09;20:44:00;23,689;24,055;23,634;23,564
2024-07-09;20:49:00;23,778;24,245;23,687;23,585
2024-07-09;20:54:00;23,817;24,126;23,732;23,62
2024-07-09;20:59:00;23,78;24,12;23,678;23,62
2024-07-09;21:04:00;23,932;24,337;23,781;23,66
2024-07-09;21:09:00;23,864;24,18;23,814;23,683
2024-07-09;21:14:00;23,923;24,283;23,896;23,739
2024-07-09;21:19:00;24,139;24,421;24,041;23,849
2024-07-09;21:24:00;24,262;24,689;24,117;23,995
2024-07-09;21:29:00;24,157;24,474;24,047;23,933
2024-07-09;21:34:00;24,105;24,46;24,01;23,923
2024-07-09;21:39:00;24,127;24,412;24,043;23,87
2024-07-09;21:44:00;24,122;24,341;24,061;23,9
2024-07-09;21:49:00;24,127;24,31;24,098;23,872
2024-07-09;21:54:00;24,179;24,555;24,101;23,974
2024-07-09;21:59:00;24,044;24,376;24,048;23,933
2024-07-09;22:04:00;24,04;24,498;24,009;23,87
2024-07-09;22:09:00;24,083;24,418;24,019;23,919
2024-07-09;22:14:00;24,031;24,436;24,052;23,914
2024-07-09;22:19:00;24,199;24,622;24,091;23,967
2024-07-09;22:24:00;24,151;24,561;24,039;23,892
2024-07-09;22:29:00;24,135;24,338;24,114;23,871
2024-07-09;22:34:00;24,179;24,313;24,219;23,958
2024-07-09;22:39:00;24,177;24,354;24,291;23,967
2024-07-09;22:44:00;24,071;24,251;24,237;23,889
2024-07-09;22:49:00;24,108;24,515;24,167;23,904
2024-07-09;22:54:00;24,172;24,684;24,144;24,03
2024-07-09;22:59:00;24,131;24,559;24,124;23,947
2024-07-09;23:04:00;24,107;24,568;24,151;23,992
2024-07-09;23:09:00;24,153;24,5;24,12;24
2024-07-09;23:14:00;24,121;24,498;24,16;24
2024-07-09;23:19:00;24,226;24,621;24,247;24,056
2024-07-09;23:24:00;24,251;24,615;24,227;24,12
2024-07-09;23:29:00;24,178;24,506;24,322;24,093
2024-07-09;23:34:00;24,157;24,448;24,27;24,002
2024-07-09;23:39:00;24,206;24,509;24,26;24
2024-07-09;23:44:00;24,232;24,544;24,304;24,011
2024-07-09;23:49:00;24,267;24,866;24,279;24,097
2024-07-09;23:54:00;24,304;24,771;24,32;24,12
2024-07-09;23:59:00;24,295;24,761;24,317;24,119
2024-07-10;00:04:00;24,316;24,715;24,345;24,12
2024-07-10;00:09:00;24,311;24,698;24,37;24,12
2024-07-10;00:14:00;24,278;24,796;24,344;24,089
2024-07-10;00:19:00;24,382;24,742;24,37;24,12
2024-07-10;00:24:00;24,345;24,746;24,338;24,12
2024-07-10;00:29:00;24,332;24,819;24,361;24,106
2024-07-10;00:34:00;24,274;24,772;24,301;24,105
2024-07-10;00:39:00;24,307;24,658;24,347;24,092
2024-07-10;00:44:00;24,245;24,707;24,317;24,165
2024-07-10;00:49:00;24,309;24,71;24,277;24,12
2024-07-10;00:54:00;24,372;24,812;24,364;24,132
2024-07-10;00:59:00;24,426;24,888;24,37;24,238
2024-07-10;01:04:00;24,486;24,918;24,431;24,277
2024-07-10;01:09:00;24,406;24,867;24,449;24,265
2024-07-10;01:14:00;24,327;24,912;24,401;24,284
2024-07-10;01:19:00;24,347;24,783;24,434;24,214
2024-07-10;01:24:00;24,371;24,836;24,483;24,176
2024-07-10;01:29:00;24,241;24,731;24,323;24,161
2024-07-10;01:34:00;24,321;24,565;24,472;24,208
2024-07-10;01:39:00;24,319;24,77;24,455;24,243
2024-07-10;01:44:00;24,368;24,694;24,458;24,243
2024-07-10;01:49:00;24,29;24,602;24,346;24,121
2024-07-10;01:54:00;24,243;24,593;24,344;24,12
2024-07-10;01:59:00;24,333;24,678;24,43;24,12
2024-07-10;02:04:00;24,331;24,832;24,363;24,14
2024-07-10;02:09:00;24,308;24,947;24,312;24,194
2024-07-10;02:14:00;24,322;24,769;24,355;24,176
2024-07-10;02:19:00;24,443;25,015;24,4;24,246
2024-07-10;02:24:00;24,405;24,848;24,395;24,25
2024-07-10;02:29:00;24,535;24,992;24,514;24,356
2024-07-10;02:34:00;24,495;25,141;24,469;24,395
2024-07-10;02:39:00;24,467;24,908;24,434;24,328
2024-07-10;02:44:00;24,452;24,782;24,476;24,283
2024-07-10;02:49:00;24,423;24,755;24,503;24,27
2024-07-10;02:54:00;24,383;24,757;24,424;24,25
2024-07-10;02:59:00;24,412;24,88;24,437;24,313
2024-07-10;03:04:00;24,427;24,969;24,457;24,25
2024-07-10;03:09:00;24,512;25,052;24,523;24,347
2024-07-10;03:14:00;24,543;24,949;24,543;24,369
2024-07-10;03:19:00;24,493;25,052;24,56;24,348
2024-07-10;03:24:00;24,514;25,105;24,539;24,359
2024-07-10;03:29:00;24,511;24,833;24,563;24,369
2024-07-10;03:34:00;24,469;24,956;24,538;24,322
2024-07-10;03:39:00;24,452;24,865;24,515;24,311
2024-07-10;03:44:00;24,468;24,799;24,577;24,319
2024-07-10;03:49:00;24,463;24,958;24,542;24,366
2024-07-10;03:54:00;24,407;24,762;24,479;24,338
2024-07-10;03:59:00;24,511;25,017;24,565;24,37
2024-07-10;04:04:00;24,485;24,872;24,619;24,349
2024-07-10;04:09:00;24,466;24,855;24,644;24,368
2024-07-10;04:14:00;24,444;24,975;24,579;24,37
2024-07-10;04:19:00;24,415;24,729;24,561;24,299
2024-07-10;04:24:00;24,387;24,808;24,485;24,25
2024-07-10;04:29:00;24,407;24,906;24,5;24,258
2024-07-10;04:34:00;24,402;24,875;24,485;24,25
2024-07-10;04:39:00;24,434;25,012;24,488;24,278
2024-07-10;04:44:00;24,451;24,849;24,539;24,29
2024-07-10;04:49:00;24,441;24,888;24,462;24,25
2024-07-10;04:54:00;24,336;24,808;24,336;24,187
2024-07-10;04:59:00;24,317;24,799;24,324;24,206
2024-07-10;05:04:00;24,381;24,809;24,462;24,224
2024-07-10;05:09:00;24,503;24,855;24,62;24,303
2024-07-10;05:14:00;24,385;24,717;24,506;24,271
2024-07-10;05:19:00;24,504;24,789;24,604;24,36
2024-07-10;05:24:00;24,509;24,899;24,595;24,37
2024-07-10;05:29:00;24,487;24,935;24,652;24,37
2024-07-10;05:34:00;24,491;24,828;24,642;24,37
2024-07-10;05:39:00;24,506;24,785;24,732;24,37
2024-07-10;05:44:00;24,469;24,838;24,591;24,324
2024-07-10;05:49:00;24,459;24,808;24,565;24,319
2024-07-10;05:54:00;24,518;24,936;24,62;24,37
2024-07-10;05:59:00;24,505;24,858;24,614;24,37
2024-07-10;06:04:00;24,468;24,861;24,534;24,313
2024-07-10;06:09:00;24,48;24,917;24,562;24,332
2024-07-10;06:14:00;24,484;24,931;24,57;24,369
2024-07-10;06:19:00;24,486;24,984;24,557;24,359
2024-07-10;06:24:00;24,486;25,002;24,544;24,285
2024-07-10;06:29:00;24,455;24,907;24,522;24,29
2024-07-10;06:34:00;24,447;24,848;24,572;24,34
